1,-1,815.44,463.16,205.06,150.08,0.90,-1,-1,-1
1,-1,1250.99,284.91,152.55,112.89,0.86,-1,-1,-1
1,-1,383.08,144.90,171.66,112.57,0.86,-1,-1,-1
1,-1,1141.54,37.51,146.28,90.20,0.77,-1,-1,-1
1,-1,1189.17,913.66,48.99,90.53,0.76,-1,-1,-1
1,-1,744.35,846.28,58.02,95.04,0.76,-1,-1,-1
1,-1,1141.46,892.45,54.46,92.96,0.75,-1,-1,-1
1,-1,917.57,928.98,62.44,111.23,0.74,-1,-1,-1
1,-1,981.40,926.27,57.29,96.24,0.74,-1,-1,-1
1,-1,810.05,849.02,54.02,93.21,0.74,-1,-1,-1
1,-1,914.89,725.71,43.12,55.69,0.74,-1,-1,-1
1,-1,1598.39,641.46,49.86,88.45,0.74,-1,-1,-1
1,-1,640.50,696.20,57.73,94.36,0.74,-1,-1,-1
1,-1,1559.18,629.27,46.47,82.32,0.73,-1,-1,-1
1,-1,1106.47,721.42,47.80,79.60,0.73,-1,-1,-1
1,-1,519.06,887.20,49.73,90.75,0.73,-1,-1,-1
1,-1,1403.15,715.44,55.51,97.79,0.72,-1,-1,-1
1,-1,144.79,857.31,46.75,78.74,0.72,-1,-1,-1
1,-1,461.51,842.11,52.99,87.99,0.71,-1,-1,-1
1,-1,1369.51,712.00,43.07,80.79,0.71,-1,-1,-1
1,-1,225.55,829.94,46.47,80.99,0.69,-1,-1,-1
1,-1,1456.51,579.89,50.50,85.09,0.69,-1,-1,-1
1,-1,975.87,665.32,34.71,63.45,0.68,-1,-1,-1
1,-1,1250.23,428.93,43.24,70.52,0.67,-1,-1,-1
1,-1,469.78,897.87,53.28,95.71,0.66,-1,-1,-1
1,-1,631.40,24.63,142.12,92.58,0.65,-1,-1,-1
1,-1,500.69,994.43,54.97,99.48,0.64,-1,-1,-1
1,-1,1304.09,527.38,38.60,49.55,0.64,-1,-1,-1
1,-1,380.21,950.96,47.95,81.25,0.64,-1,-1,-1
1,-1,318.29,913.47,43.85,74.52,0.63,-1,-1,-1
1,-1,1254.81,561.60,41.66,73.73,0.63,-1,-1,-1
1,-1,1159.04,439.36,29.90,57.27,0.60,-1,-1,-1
1,-1,1168.73,425.86,36.72,63.94,0.60,-1,-1,-1
1,-1,924.69,985.03,62.78,122.19,0.58,-1,-1,-1
1,-1,1383.76,540.77,39.51,52.31,0.56,-1,-1,-1
1,-1,1490.19,727.60,61.19,93.46,0.56,-1,-1,-1
1,-1,1062.06,426.25,39.06,64.06,0.55,-1,-1,-1
1,-1,434.96,750.92,52.37,93.50,0.54,-1,-1,-1
1,-1,1312.67,584.78,46.30,80.09,0.53,-1,-1,-1
1,-1,1013.25,659.35,45.42,70.78,0.51,-1,-1,-1
1,-1,183.75,815.18,45.37,82.44,0.51,-1,-1,-1
1,-1,788.78,704.97,67.96,71.31,0.49,-1,-1,-1
1,-1,1273.20,997.02,62.81,120.56,0.48,-1,-1,-1
1,-1,-0.70,987.05,81.29,120.84,0.42,-1,-1,-1
1,-1,1345.04,704.55,43.41,78.02,0.40,-1,-1,-1
1,-1,1116.30,443.24,29.51,49.21,0.35,-1,-1,-1
1,-1,829.44,1040.73,60.34,94.01,0.35,-1,-1,-1
1,-1,239.37,919.32,58.11,98.84,0.32,-1,-1,-1
1,-1,51.17,-38.79,625.87,184.96,0.32,-1,-1,-1
1,-1,580.08,1050.49,67.95,105.11,0.28,-1,-1,-1
1,-1,662.75,1006.95,65.32,107.52,0.27,-1,-1,-1
1,-1,1456.32,340.62,40.64,74.22,0.26,-1,-1,-1
1,-1,1346.02,384.22,34.20,62.26,0.26,-1,-1,-1
1,-1,398.19,85.43,77.13,64.41,0.23,-1,-1,-1
1,-1,-89.23,20.95,455.97,163.51,0.22,-1,-1,-1
1,-1,1263.74,461.76,35.04,58.48,0.18,-1,-1,-1
1,-1,1751.23,313.60,37.42,69.06,0.18,-1,-1,-1
1,-1,1373.78,602.25,39.28,52.78,0.17,-1,-1,-1
1,-1,1530.39,796.35,74.71,89.22,0.16,-1,-1,-1
1,-1,995.24,-92.25,130.08,107.82,0.13,-1,-1,-1
1,-1,1133.68,734.65,36.45,66.56,0.12,-1,-1,-1
1,-1,1030.29,458.14,116.58,83.50,0.12,-1,-1,-1
1,-1,-148.30,96.39,197.43,98.88,0.11,-1,-1,-1
1,-1,1105.51,654.49,42.87,62.57,0.11,-1,-1,-1
1,-1,1525.38,376.88,45.61,81.85,0.10,-1,-1,-1
1,-1,1102.05,445.32,35.40,58.35,0.10,-1,-1,-1
1,-1,1714.97,296.82,43.51,74.05,0.10,-1,-1,-1
1,-1,-25.40,1006.56,64.60,122.47,0.10,-1,-1,-1
